ID_WATER_P,WP_OLDNAME,PLATE_ID,EASTINGX,NORTHINGY,DISTRICT_N,TA_NAME,VILLAGE_SI,WATER_SOUR,PUMP_TYPE,CONDITION,CONSTRUCTI,FUNDS,SERVICES
309_1271,0,0,782055.00000,8250239.00000,Phalombe,Nazombe TA,Muronya,gravity fed standpipe,no pump,functional,2001,unknown,unknown
309_1332,0,0,782575.00000,8257616.00000,Phalombe,Nazombe TA,Namarwa,gravity fed standpipe,no pump,not functional,2003,unknown,unknown
309_1254,0,0,779727.00000,8255322.00000,Phalombe,Nazombe TA,Mulike,gravity fed standpipe,no pump,not functional,1977,unknown,unknown
309_1248,0,0,783706.00000,8252777.00000,Phalombe,Nazombe TA,Mtimwa,gravity fed standpipe,no pump,functional,1977,unknown,unknown
309_1249,0,0,777633.00000,8250866.00000,Phalombe,Nazombe TA,Mukhota,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1250,0,0,778785.00000,8254402.00000,Phalombe,Nazombe TA,Mukoliwa,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1252,0,0,779264.00000,8254405.00000,Phalombe,Nazombe TA,Mukoliwa,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1307,0,0,781306.00000,8259479.00000,Phalombe,Nazombe TA,Mwenye,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1309,0,0,781024.00000,8258787.00000,Phalombe,Nazombe TA,Mwenye,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1310,0,0,780691.00000,8250158.00000,Phalombe,Nazombe TA,Mwepheta,gravity fed standpipe,no pump,not functional,2003,unknown,unknown
309_1311,0,0,780132.00000,8252456.00000,Phalombe,Nazombe TA,Nachipo,gravity fed standpipe,no pump,not functional,1977,unknown,unknown
309_1312,0,0,782352.00000,8253558.00000,Phalombe,Nazombe TA,Nachipo,gravity fed standpipe,no pump,not functional,1977,unknown,unknown
309_1313,0,0,779830.00000,8254544.00000,Phalombe,Nazombe TA,Nachipo,gravity fed standpipe,no pump,not functional,1977,unknown,unknown
309_1314,0,0,776135.00000,8251127.00000,Phalombe,Nazombe TA,Nagome,gravity fed standpipe,no pump,functional,2002,unknown,unknown
309_1315,0,0,776725.00000,8251167.00000,Phalombe,Nazombe TA,Nagome,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1304,0,0,780308.00000,8258232.00000,Phalombe,Nazombe TA,Mwenye,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1327,0,0,782125.00000,8253939.00000,Phalombe,Nazombe TA,Namanya 1,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_1328,0,0,781819.00000,8253466.00000,Phalombe,Nazombe TA,Namanya 1,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_1329,0,0,780127.00000,8254531.00000,Phalombe,Nazombe TA,Namanya 2,gravity fed standpipe,no pump,not functional,1977,unknown,unknown
309_1285,0,0,779471.00000,8256651.00000,Phalombe,Nazombe TA,Mwanapwa,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1305,0,0,780473.00000,8258991.00000,Phalombe,Nazombe TA,Mwenye,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1300,0,0,780371.00000,8258791.00000,Phalombe,Nazombe TA,Mwenye,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1301,0,0,780132.00000,8258785.00000,Phalombe,Nazombe TA,Mwenye,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1302,0,0,781027.00000,8259274.00000,Phalombe,Nazombe TA,Mwenye,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1303,0,0,780903.00000,8250533.00000,Phalombe,Nazombe TA,Mwenye,gravity fed standpipe,no pump,functional,2003,unknown,unknown
309_1576,0,0,794366.00000,8245252.00000,Phalombe,Nazombe TA,Gwirima,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1564,0,0,798196.00000,8261792.00000,Phalombe,Nazombe TA,Tanangale,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1565,0,0,797225.00000,8262617.00000,Phalombe,Nazombe TA,Tanangale,gravity fed standpipe,no pump,functional,1979,unknown,unknown
309_1566,0,0,796863.00000,8255792.00000,Phalombe,Nazombe TA,Thamanda,gravity fed standpipe,no pump,functional,1996,unknown,unknown
309_1567,0,0,796540.00000,8253469.00000,Phalombe,Nazombe TA,Thomu,gravity fed standpipe,no pump,not functional,1970,unknown,unknown
309_1569,0,0,798642.00000,8250495.00000,Phalombe,Nazombe TA,Wera,gravity fed standpipe,no pump,not functional,1984,unknown,unknown
309_1570,0,0,795566.00000,8259589.00000,Phalombe,Nazombe TA,Yuwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1571,0,0,796656.00000,8259436.00000,Phalombe,Nazombe TA,Yuwa,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1572,0,0,792082.00000,8259026.00000,Phalombe,Nazombe TA,Yuwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1573,0,0,781180.00000,8255813.00000,Phalombe,Nazombe TA,Zuwawo,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1587,0,0,800886.00000,8246275.00000,Phalombe,Nazombe TA,Likhula,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1575,0,0,800576.00000,8243732.00000,Phalombe,Nazombe TA,Guziwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1561,0,0,798923.00000,8251252.00000,Phalombe,Nazombe TA,Samile,gravity fed standpipe,no pump,not functional,1991,unknown,unknown
309_1577,0,0,794009.00000,8245411.00000,Phalombe,Nazombe TA,Gwirima,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1578,0,0,794178.00000,8246991.00000,Phalombe,Nazombe TA,Jojo,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1580,0,0,800757.00000,8240672.00000,Phalombe,Nazombe TA,Katemera,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1581,0,0,800352.00000,8241078.00000,Phalombe,Nazombe TA,Katemera,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1582,0,0,795759.00000,8241995.00000,Phalombe,Nazombe TA,Lalayi,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1583,0,0,800373.00000,8242236.00000,Phalombe,Nazombe TA,Likangala,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1584,0,0,801085.00000,8242228.00000,Phalombe,Nazombe TA,Likangala,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1585,0,0,801222.00000,8242954.00000,Phalombe,Nazombe TA,Likangala,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1574,0,0,799069.00000,8246202.00000,Phalombe,Nazombe TA,Degadega,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1550,0,0,798447.00000,8257346.00000,Phalombe,Nazombe TA,Ntepa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1538,0,0,795904.00000,8254906.00000,Phalombe,Nazombe TA,Nansanya,gravity fed standpipe,no pump,functional,1970,unknown,unknown
309_1539,0,0,795626.00000,8254508.00000,Phalombe,Nazombe TA,Nansanya,gravity fed standpipe,no pump,functional,1970,unknown,unknown
309_1541,0,0,800756.00000,8257220.00000,Phalombe,Nazombe TA,Njima,gravity fed standpipe,no pump,not functional,1970,unknown,unknown
309_1542,0,0,800399.00000,8257247.00000,Phalombe,Nazombe TA,Njima,gravity fed standpipe,no pump,not functional,1970,unknown,unknown
309_1543,0,0,797635.00000,8255896.00000,Phalombe,Nazombe TA,Nkuthuwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1544,0,0,797764.00000,8255764.00000,Phalombe,Nazombe TA,Nkuthuwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1546,0,0,801248.00000,8254678.00000,Phalombe,Nazombe TA,Nsikita,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1547,0,0,800977.00000,8255504.00000,Phalombe,Nazombe TA,Nsikita,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1563,0,0,796046.00000,8251055.00000,Phalombe,Nazombe TA,Sapali,gravity fed standpipe,no pump,not functional,1978,unknown,unknown
309_1549,0,0,799753.00000,8257413.00000,Phalombe,Nazombe TA,Ntepa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1562,0,0,797671.00000,8251732.00000,Phalombe,Nazombe TA,Samile,gravity fed standpipe,no pump,not functional,1991,unknown,unknown
309_1551,0,0,799341.00000,8253640.00000,Phalombe,Nazombe TA,Nthowa,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1552,0,0,795491.00000,8253597.00000,Phalombe,Nazombe TA,Ntikhe,gravity fed standpipe,no pump,not functional,1989,unknown,unknown
309_1553,0,0,795549.00000,8253860.00000,Phalombe,Nazombe TA,Ntikhe,gravity fed standpipe,no pump,not functional,1989,unknown,unknown
309_1554,0,0,795779.00000,8253930.00000,Phalombe,Nazombe TA,Ntikhe,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1555,0,0,795753.00000,8253781.00000,Phalombe,Nazombe TA,Ntikhe,gravity fed standpipe,no pump,functional,1999,unknown,unknown
309_1556,0,0,795728.00000,8253380.00000,Phalombe,Nazombe TA,Ntikhe,gravity fed standpipe,no pump,not functional,1989,unknown,unknown
309_1557,0,0,796558.00000,8252939.00000,Phalombe,Nazombe TA,Ntikhe,gravity fed standpipe,no pump,not functional,1959,unknown,unknown
309_1558,0,0,796173.00000,8252753.00000,Phalombe,Nazombe TA,Ntikhe,gravity fed standpipe,no pump,not functional,2000,unknown,unknown
309_1559,0,0,795728.00000,8253380.00000,Phalombe,Nazombe TA,Ntikhe,gravity fed standpipe,no pump,not functional,1989,unknown,unknown
309_1560,0,0,795959.00000,8255656.00000,Phalombe,Nazombe TA,Nzinganyama,gravity fed standpipe,no pump,functional,1970,unknown,unknown
309_1588,0,0,801603.00000,8245931.00000,Phalombe,Nazombe TA,Likhula,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1548,0,0,799435.00000,8255120.00000,Phalombe,Nazombe TA,Nsikita,gravity fed standpipe,no pump,not functional,1981,unknown,unknown
309_1627,0,0,795111.00000,8243715.00000,Phalombe,Nazombe TA,Nthita,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1615,0,0,798311.00000,8237521.00000,Phalombe,Nazombe TA,Namaja,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1616,0,0,798492.00000,8237350.00000,Phalombe,Nazombe TA,Namaja,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1617,0,0,794517.00000,8246479.00000,Phalombe,Nazombe TA,Nambiri,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1618,0,0,798090.00000,8246820.00000,Phalombe,Nazombe TA,Nanyalo,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1619,0,0,797748.00000,8246643.00000,Phalombe,Nazombe TA,Nanyalo,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1620,0,0,799497.00000,8236338.00000,Phalombe,Nazombe TA,Naria,gravity fed standpipe,no pump,not functional,1989,unknown,unknown
309_1621,0,0,799802.00000,8237050.00000,Phalombe,Nazombe TA,Naria,gravity fed standpipe,no pump,not functional,1989,unknown,unknown
309_1622,0,0,794643.00000,8245070.00000,Phalombe,Nazombe TA,Nkhulambe 11,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1623,0,0,796268.00000,8242043.00000,Phalombe,Nazombe TA,Nomanda,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1624,0,0,796307.00000,8239148.00000,Phalombe,Nazombe TA,Ntalava,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1586,0,0,800736.00000,8245752.00000,Phalombe,Nazombe TA,Likhula,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1626,0,0,795324.00000,8243887.00000,Phalombe,Nazombe TA,Nthita,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1612,0,0,797044.00000,8244154.00000,Phalombe,Nazombe TA,Nakoma,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1628,0,0,794838.00000,8247384.00000,Phalombe,Nazombe TA,Pensulo,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1629,0,0,801126.00000,8237666.00000,Phalombe,Nazombe TA,Petro,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1632,0,0,799643.00000,8243036.00000,Phalombe,Nazombe TA,Phweremwe,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1633,0,0,800933.00000,8244375.00000,Phalombe,Nazombe TA,Tuthuwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1634,0,0,799138.00000,8247687.00000,Phalombe,Nazombe TA,Wowo,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1635,0,0,798711.00000,8247292.00000,Phalombe,Nazombe TA,Wowo,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1636,0,0,798364.00000,8247131.00000,Phalombe,Nazombe TA,Wowo,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1637,0,0,799707.00000,8239177.00000,Phalombe,Nazombe TA,Yohane,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1638,0,0,799753.00000,8239527.00000,Phalombe,Nazombe TA,Yohane,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1625,0,0,796214.00000,8244064.00000,Phalombe,Nazombe TA,Nthita,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1589,0,0,800274.00000,8243350.00000,Phalombe,Nazombe TA,Likhuza,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1590,0,0,801524.00000,8244277.00000,Phalombe,Nazombe TA,Machemba,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1591,0,0,794386.00000,8245644.00000,Phalombe,Nazombe TA,Magambe,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1592,0,0,794157.00000,8245867.00000,Phalombe,Nazombe TA,Magambe,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1593,0,0,795237.00000,8242828.00000,Phalombe,Nazombe TA,Manyamba,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1594,0,0,795521.00000,8242505.00000,Phalombe,Nazombe TA,Manyamba,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1595,0,0,795199.00000,8247178.00000,Phalombe,Nazombe TA,Mapondo,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1596,0,0,796527.00000,8240556.00000,Phalombe,Nazombe TA,Mchenga,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1597,0,0,796347.00000,8237244.00000,Phalombe,Nazombe TA,Mlelemba,gravity fed standpipe,no pump,not functional,1992,unknown,unknown
309_1598,0,0,796251.00000,8237608.00000,Phalombe,Nazombe TA,Mlelemba,gravity fed standpipe,no pump,not functional,1992,unknown,unknown
309_1614,0,0,797502.00000,8237591.00000,Phalombe,Nazombe TA,Namaja,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1600,0,0,796097.00000,8237262.00000,Phalombe,Nazombe TA,Mlelemba,gravity fed standpipe,no pump,functional,1979,unknown,unknown
309_1613,0,0,795743.00000,8246923.00000,Phalombe,Nazombe TA,Namahiya,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1602,0,0,795994.00000,8241294.00000,Phalombe,Nazombe TA,Msiyankhuni,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1603,0,0,794980.00000,8246725.00000,Phalombe,Nazombe TA,Mulera,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1604,0,0,797406.00000,8242104.00000,Phalombe,Nazombe TA,Mutanga,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1605,0,0,796781.00000,8242106.00000,Phalombe,Nazombe TA,Mutanga,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1606,0,0,795086.00000,8243176.00000,Phalombe,Nazombe TA,Mwaliwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1607,0,0,800169.00000,8240301.00000,Phalombe,Nazombe TA,Mwalula,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1608,0,0,798084.00000,8240684.00000,Phalombe,Nazombe TA,Mwanamunu,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1609,0,0,794692.00000,8246287.00000,Phalombe,Nazombe TA,Nachuma,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1610,0,0,794907.00000,8244546.00000,Phalombe,Nazombe TA,Nagoli,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1611,0,0,795003.00000,8244102.00000,Phalombe,Nazombe TA,Nagoli,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1599,0,0,796433.00000,8238201.00000,Phalombe,Nazombe TA,Mlelemba,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1473,0,0,796899.00000,8255358.00000,Phalombe,Nazombe TA,Chiwondo,gravity fed standpipe,no pump,functional,1960,unknown,unknown
309_1466,0,0,796091.00000,8251685.00000,Phalombe,Nazombe TA,Chiduba,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1467,0,0,796125.00000,8252052.00000,Phalombe,Nazombe TA,Chiduba,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1468,0,0,796097.00000,8252549.00000,Phalombe,Nazombe TA,Chigwirigwidi,gravity fed standpipe,no pump,not functional,1982,unknown,unknown
309_1469,0,0,797745.00000,8250502.00000,Phalombe,Nazombe TA,Chitawo,gravity fed standpipe,no pump,not functional,1984,unknown,unknown
309_1470,0,0,798433.00000,8250123.00000,Phalombe,Nazombe TA,Chitawo,gravity fed standpipe,no pump,not functional,1984,unknown,unknown
309_1537,0,0,801522.00000,8252993.00000,Phalombe,Nazombe TA,Namazambala,gravity fed standpipe,no pump,not functional,1970,unknown,unknown
309_1472,0,0,796602.00000,8255263.00000,Phalombe,Nazombe TA,Chiwondo,gravity fed standpipe,no pump,functional,1960,unknown,unknown
309_1474,0,0,796940.00000,8260193.00000,Phalombe,Nazombe TA,Kaliati,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1475,0,0,796021.00000,8260681.00000,Phalombe,Nazombe TA,Kaliati,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1476,0,0,797315.00000,8259080.00000,Phalombe,Nazombe TA,Kaliati,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1477,0,0,798969.00000,8259525.00000,Phalombe,Nazombe TA,Kaliati,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1478,0,0,798727.00000,8260440.00000,Phalombe,Nazombe TA,Kaliati,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1479,0,0,797511.00000,8260368.00000,Phalombe,Nazombe TA,Kaliati,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1480,0,0,797855.00000,8258226.00000,Phalombe,Nazombe TA,Kaliati,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1481,0,0,797953.00000,8259246.00000,Phalombe,Nazombe TA,Kaliati,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1483,0,0,796825.00000,8251690.00000,Phalombe,Nazombe TA,Khanyepa,gravity fed standpipe,no pump,not functional,1990,unknown,unknown
309_1471,0,0,797871.00000,8255184.00000,Phalombe,Nazombe TA,Chiwondo,gravity fed standpipe,no pump,not functional,1978,unknown,unknown
309_1227,0,0,782086.00000,8249864.00000,Phalombe,Nazombe TA,Mpheni,gravity fed standpipe,no pump,functional,1974,unknown,unknown
309_1486,0,0,800493.00000,8252736.00000,Phalombe,Nazombe TA,Kokhwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1484,0,0,797874.00000,8256384.00000,Phalombe,Nazombe TA,Khulumula,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1513,0,0,800034.00000,8253008.00000,Phalombe,Nazombe TA,Mbeza,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1514,0,0,799433.00000,8253103.00000,Phalombe,Nazombe TA,Mbeza,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1515,0,0,798086.00000,8261145.00000,Phalombe,Nazombe TA,Mbobo,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1520,0,0,796442.00000,8247259.00000,Phalombe,Nazombe TA,Mureka,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1521,0,0,799031.00000,8255899.00000,Phalombe,Nazombe TA,Muwake,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1523,0,0,798106.00000,8256563.00000,Phalombe,Nazombe TA,Muwake,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1525,0,0,797223.00000,8251152.00000,Phalombe,Nazombe TA,Mwalala,gravity fed standpipe,no pump,not functional,1978,unknown,unknown
309_1526,0,0,798117.00000,8249460.00000,Phalombe,Nazombe TA,Mwanakhu,gravity fed standpipe,no pump,not functional,1992,unknown,unknown
309_1527,0,0,797855.00000,8249306.00000,Phalombe,Nazombe TA,Mwanakhu,gravity fed standpipe,no pump,not functional,1992,unknown,unknown
309_1528,0,0,795739.00000,8249838.00000,Phalombe,Nazombe TA,Mwazule,gravity fed standpipe,no pump,not functional,1984,unknown,unknown
309_1530,0,0,797530.00000,8253967.00000,Phalombe,Nazombe TA,Nachanje,gravity fed standpipe,no pump,not functional,1978,unknown,unknown
309_1531,0,0,798291.00000,8253924.00000,Phalombe,Nazombe TA,Nachanje,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1532,0,0,797174.00000,8250824.00000,Phalombe,Nazombe TA,Nakukhu,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1522,0,0,798070.00000,8256940.00000,Phalombe,Nazombe TA,Muwake,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1498,0,0,795054.00000,8254104.00000,Phalombe,Nazombe TA,Lolo,gravity fed standpipe,no pump,not functional,1987,unknown,unknown
309_1536,0,0,802203.00000,8253842.00000,Phalombe,Nazombe TA,Namazambala,gravity fed standpipe,no pump,not functional,1970,unknown,unknown
309_1487,0,0,796517.00000,8262665.00000,Phalombe,Nazombe TA,Likangaliya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1488,0,0,796066.00000,8261760.00000,Phalombe,Nazombe TA,Likangaliya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1489,0,0,796842.00000,8261384.00000,Phalombe,Nazombe TA,Likangaliya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1490,0,0,797362.00000,8249234.00000,Phalombe,Nazombe TA,Lingw`engw`e,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1491,0,0,798893.00000,8254591.00000,Phalombe,Nazombe TA,Liphala,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1492,0,0,796311.00000,8254294.00000,Phalombe,Nazombe TA,Lolo,gravity fed standpipe,no pump,functional,1987,unknown,unknown
309_1493,0,0,795519.00000,8254515.00000,Phalombe,Nazombe TA,Lolo,gravity fed standpipe,no pump,functional,1999,unknown,unknown
309_1494,0,0,796089.00000,8254587.00000,Phalombe,Nazombe TA,Lolo,gravity fed standpipe,no pump,functional,1987,unknown,unknown
309_1495,0,0,795489.00000,8254485.00000,Phalombe,Nazombe TA,Lolo,gravity fed standpipe,no pump,not functional,1987,unknown,unknown
309_1497,0,0,795013.00000,8254115.00000,Phalombe,Nazombe TA,Lolo,gravity fed standpipe,no pump,not functional,1987,unknown,unknown
309_1485,0,0,796192.00000,8248183.00000,Phalombe,Nazombe TA,Khurune,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1499,0,0,795994.00000,8254350.00000,Phalombe,Nazombe TA,Lolo,gravity fed standpipe,no pump,not functional,1987,unknown,unknown
309_1500,0,0,796631.00000,8254178.00000,Phalombe,Nazombe TA,Lolo,gravity fed standpipe,no pump,not functional,1988,unknown,unknown
309_1501,0,0,794977.00000,8254200.00000,Phalombe,Nazombe TA,Lolo,gravity fed standpipe,no pump,not functional,1987,unknown,unknown
309_1502,0,0,794993.00000,8254168.00000,Phalombe,Nazombe TA,Lolo,gravity fed standpipe,no pump,not functional,1987,unknown,unknown
309_1503,0,0,795598.00000,8248550.00000,Phalombe,Nazombe TA,Lomoliwa,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_1504,0,0,799574.00000,8256702.00000,Phalombe,Nazombe TA,Madeya,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
309_1505,0,0,796621.00000,8254741.00000,Phalombe,Nazombe TA,Makhonja,gravity fed standpipe,no pump,functional,1960,unknown,unknown
309_1506,0,0,796824.00000,8254450.00000,Phalombe,Nazombe TA,Makhonja,gravity fed standpipe,no pump,functional,1960,unknown,unknown
309_1507,0,0,796952.00000,8254861.00000,Phalombe,Nazombe TA,Makhonja,gravity fed standpipe,no pump,functional,1977,unknown,unknown
309_1508,0,0,796670.00000,8254980.00000,Phalombe,Nazombe TA,Makhonja,gravity fed standpipe,no pump,functional,1960,unknown,unknown
309_1509,0,0,794766.00000,8255398.00000,Phalombe,Nazombe TA,Makhonja,gravity fed standpipe,no pump,not functional,1960,unknown,unknown
309_1496,0,0,795882.00000,8254252.00000,Phalombe,Nazombe TA,Lolo,gravity fed standpipe,no pump,not functional,1987,unknown,unknown
309_0961,0,0,785652.00000,8253606.00000,Phalombe,Nazombe TA,Mphale,gravity fed standpipe,no pump,not functional,1982,unknown,unknown
309_0949,0,0,787359.00000,8259584.00000,Phalombe,Nazombe TA,Matepwe,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0952,0,0,786210.00000,8256284.00000,Phalombe,Nazombe TA,Mateyu,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0953,0,0,787090.00000,8256383.00000,Phalombe,Nazombe TA,Mateyu,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0954,0,0,790080.00000,8260325.00000,Phalombe,Nazombe TA,Matope,gravity fed standpipe,no pump,not functional,1996,unknown,unknown
309_0955,0,0,786695.00000,8257912.00000,Phalombe,Nazombe TA,Mgona,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0956,0,0,787396.00000,8257173.00000,Phalombe,Nazombe TA,Mgona,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0972,0,0,792505.00000,8258869.00000,Phalombe,Nazombe TA,Mulelemba,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0960,0,0,784750.00000,8254062.00000,Phalombe,Nazombe TA,Mphale,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0946,0,0,790795.00000,8260691.00000,Phalombe,Nazombe TA,Mankhanamba,gravity fed standpipe,no pump,not functional,1980,unknown,unknown
309_0965,0,0,788028.00000,8261393.00000,Phalombe,Nazombe TA,Msikita,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_1023,0,0,788629.00000,8257171.00000,Phalombe,Nazombe TA,Sakwedwa,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0935,0,0,789152.00000,8261336.00000,Phalombe,Nazombe TA,Manase,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0923,0,0,783214.00000,8254626.00000,Phalombe,Nazombe TA,Likaka,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_0924,0,0,783692.00000,8254940.00000,Phalombe,Nazombe TA,Likaka,gravity fed standpipe,no pump,not functional,1976,unknown,unknown
309_0948,0,0,788115.00000,8258609.00000,Phalombe,Nazombe TA,Manyamba 11,gravity fed standpipe,no pump,functional,1980,unknown,unknown
309_0947,0,0,795087.00000,8262619.00000,Phalombe,Nazombe TA,Manyamba 1,gravity fed standpipe,no pump,not functional,1979,unknown,unknown
